Row,Seasonal,TotalCustomers,pHH1,pHH2,pHH3,pHH4,pHH5,pHH6
Alger Delta,0.235584268650839,0.159810564504818,0.179531115379586,0.162248202368632,0.159810564504818,0.155672682574668,0.154996307744483,0.153307017815952
Cloverland,0.211702819180965,0.15365622389785,0.169220847583416,0.155586200963045,0.15365622389785,0.150396997294786,0.149857402995646,0.148531766268482
Xcel,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
Municipal,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
OCREA,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
UPPCO,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
WE,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
WPSC,0.22213540550537,0.156370114594669,0.173780772248946,0.158531341397574,0.156370114594669,0.152728938129676,0.152123492232435,0.150632953301288
