Row,Seasonal,TotalCustomers,pHH1,pHH2,pHH3,pHH4,pHH5,pHH6
Alger Delta,0.427892313590969,0.339935533709838,0.37182100851321,0.349569765429147,0.339935533709838,0.323613658922595,0.320933373096636,0.314269947881797
Cloverland,0.403975804005216,0.315654779156843,0.361514627823547,0.323270416583561,0.315654779156843,0.302789636622389,0.300662497097669,0.295420839326741
Xcel,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
Municipal,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
OCREA,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
UPPCO,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
WE,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
WPSC,0.414423706304721,0.326361907345459,0.366083879779158,0.334884114390099,0.326361907345459,0.311984127473005,0.309601291665467,0.303723274752273
