Row,Seasonal,TotalCustomers,pHH1,pHH2,pHH3,pHH4,pHH5,pHH6
Alger Delta,0.292067443188263,0.216289448947465,0.236008844375058,0.218724568404914,0.216289448947465,0.212150196325964,0.211475695702403,0.209785671692282
Cloverland,0.268175475683625,0.210133839620478,0.22569974271084,0.212063856259718,0.210133839620478,0.206874897051685,0.206245677020177,0.201001176554715
Xcel,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
Municipal,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
OCREA,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
UPPCO,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
WE,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
WPSC,0.27861265680056,0.212848289789793,0.230262465563394,0.215010568717972,0.212848289789793,0.209208362218876,0.208601838629375,0.2071104217877
